Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,3543,22.9,171920896,41774,34142715,65,14115131,142485,5176,2927375,51987916,1823310,39,124290,20,763822,224,,1861356
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,3536,22.9,98301770,40539,4631003,63,30136123,792334,4786,2486105,19817648,795416,4,276,,496043,1072,,120860
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,3538,22.9,602359731,109606,23041032,62,1099999155,5250942,22696,7842088,95570279,273766835,38,9467,7,61653955,7967,7573210,8703879
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,3540,22.9,99022909,18212,7936625,,14594444,227707,,,,,8,378,4,2375239,611,1196116,240886
"Sher Khul Gaye (From ""Fighter"")Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/2023,3528,22.9,22277518,1494,2272746,,86835991,726713,,,,1418486214,9,572,11,,,,53230
Fever,Future Nostalgia,Dua Lipa,3/27/2020,3532,22.9,381166294,50838,9475236,57,168485708,1688852,1500542,51527633,728998950,67708098,102,80249,17,24075812,4290,,2185831
"Tiago PZK: Bzrp Music Sessions, Vol. 48Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,3539,22.9,454467751,75230,11893074,67,35155712,250394,2,2248,13072,,18,21338,9,16653,94,,826070
Hands up!,Hands up!,6arelyhuman,12/10/2022,3533,22.9,144555119,30542,5116146,5,26566933,480339,160061,60350179,381921701,,,,,570698,2783,6690026,544824
Buenas,Buenas,Quevedo,9/22/2023,3529,22.9,108163942,22023,7264376,,17211451,202291,12100,1978266,23664790,1117763,9,5991,7,67514,23,,130949
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2/9/2024,3537,22.9,72492332,5624,10655675,,19013959,630558,,,,1025963249,20,1971,14,6020190,1002,,193722
Let Her Go,All The Little Lights,Passenger,1/1/2012,3534,22.9,2252713547,205647,46729104,73,423531195,4118839,244760,66168928,641996440,78846239,192,1578,13,,,,33584600
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,3561,22.8,600521313,79793,18207064,65,50025071,705508,11463,10517561,79947183,1703122,95,169082,15,74483821,22547,,2448945
So Am I,So Am I,Ava Max,3/7/2019,3558,22.8,570045987,57702,10099210,66,368297733,4429234,233355,26434189,218968895,327698772,36,103692,18,37671421,37562,,4651739
Slide,Slide,Calvin Harris,2/24/2017,3555,22.8,1044358962,165916,41514442,69,37191231,380168,65020,31332915,323428098,402464,255,31180,30,144832941,101066,,8401595
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,3548,22.8,1407382497,357484,72604627,78,1211241854,10819604,337277,152628012,1396761942,519221456,18,126129,90,,,,
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,3563,22.8,733931275,115255,27152345,71,535024991,4702620,293382,6037735,47138593,376872478,27,20296,4,499999791,176815,,6889166
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/2019,3566,22.8,332224927,90422,12036582,58,33056892,353473,51790,29352131,210052450,688339,20,35,1,6474132,9732,44277759,722682
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,8/11/2021,3565,22.8,25893883,3377,711026,46,535109576,7807029,,,,159702368,2,664,7,759,,,88942
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,3560,22.8,296711145,17197,13770893,67,1599246274,4273511,144200,3933137,78337323,5228835,10,6169,3,27669036,46691,,970443
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/2020,3547,22.8,529404392,74777,20137742,62,53885408,433692,196204,74062960,583303862,,111,125643,36,61848715,25690,,4139682
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/2020,3553,22.8,5191059,1333,1102247,32,685599294,5046214,86612,34207191,490367040,18293,1,495,,75074,1303,,
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/2021,3550,22.8,732118596,62990,35314187,69,31242374,533953,,,,,74,24287,59,47562205,14217,,982971
Here With Me,Here With Me,Marshmello,3/8/2019,3564,22.8,676451716,70317,19641164,66,211922060,2621667,330309,12206145,89270256,342543929,103,68308,54,157500720,65709,,3705612
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/2016,3562,22.8,478791369,58453,15619408,63,964694090,6231853,512763,28874189,281205271,208345707,55,53264,12,17832312,37983,143896,4680196
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,4/28/2023,3545,22.8,155454907,26701,54553074,73,49199015,427756,535,81509,2164944,342422383,35,,11,17898,72,,1341106
TWINNEM,TWINNEM,Coi Leray,9/20/2021,3557,22.8,34116353,10084,1619073,42,73393043,1278586,2426688,716422698,6661617341,305361285,10,966,8,13112166,6871,1967272,1061424
Mood,Mood,Makar,8/5/2022,3551,22.8,86132200,50326,3786319,55,43654805,405433,204570,22270479,397336191,12171024,12,19437,2,327586,92,,1548192
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/2023,3549,22.8,94305899,11356,9053525,72,48837884,316446,24000,8394951,73323706,181125928,6,16,5,349115,82,,203793
"Duki: Bzrp Music Sessions, Vol. 50Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,11/16/2022,3554,22.8,158017957,35544,6481114,62,112378481,3043988,33800,25195709,227308261,1218277,8,2244,14,,,,137614
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,6/14/2024,3546,22.8,,8,3490536,,,,,,,,6,,6,,,54974,
KABUKI,KABUKI,Cuckoo Coco,3/25/2023,3544,22.8,,,,,254288195,617991,,,,,,18,,,,,
The Bones,GIRL...The Bones,Maren Morris,2/22/2019,3556,22.8,461420009,32656,13523577,63,97498335,724848,46959,14368835,123888567,506561773,85,382468,67,225439269,77764,,2469386
Good News,Good News,Mac Miller,1/9/2020,3567,22.8,447761883,116525,15419745,64,183168994,2032885,95825,43407153,367511487,2621984,57,4887,7,13228033,16924,,666198
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/2022,3559,22.8,281829019,58130,8587722,62,49681285,476250,,,,309611524,14,4820,2,110512,,,479341
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,5/4/2023,3552,22.8,81623095,18046,6605054,59,109132919,1146510,,,,,18,3065,18,3900142,880,,231295
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,3568,22.8,458706557,72270,18270302,58,329962266,1714163,1969612,150122218,1599868506,202089,41,7255,11,204684240,736509,,10208674
Evoque Prata,Evoque Prata,MC MENOR HR,9/9/2022,3595,22.7,224150665,33067,14383640,58,105711690,630231,330044,15466674,279699428,176591291,7,648,5,,,,300617
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,5/30/2024,3580,22.7,6073281,592,22270490,67,3597876,151835,,,,32844745,61,184,65,126908,23,27,102468
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,5/2/2019,3590,22.7,143152814,37044,3705069,53,111536750,1932048,21064,7419600,56902607,15229934,2,251,1,1974367,15412,68499237,172456
Pakistan,Pakistan,D-Block Europe,6/29/2023,3594,22.7,43844757,25855,2553452,56,15389226,98631,,30,1420,294,10,1580,6,304,14,4178027,101226
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,3575,22.7,115581471,49847,5823632,60,46251839,946512,19042,11669063,93356963,231265850,16,38261,7,8878298,2816,,359642
Barely Breathing,Barely Breathing,Grant Averill,10/22/2021,3582,22.7,1479227,616,19001,22,105953,2195,3501522,290886962,5235190320,,,30,,,,,126537
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/2019,3571,22.7,654965766,124386,40611935,68,147035496,1383677,532715,150205415,1859282676,27772087,87,34490,23,1604779,1078,,3047102
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,3585,22.7,587555589,34908,21579957,72,43130763,357803,77652,54962930,342958656,,13,1087,9,7967496,5328,,364310
ıııııı ıııııııııııı ıııııııııııı (My head is spinning like a screw),ıııııı ıııııııııııı ıııııııııııı,kostromin,2/2/2021,3578,22.7,116542329,41062,3658542,8,115229170,2436482,1844500,547119599,3964454629,1169307,9,1,,1082032,1887,435966,3536203
Already Rich,Already Rich,Yeat,5/3/2023,3592,22.7,156047755,31578,4170271,70,13251602,156992,195434,26190022,273007809,83289,1,12,,637800,1448,,252675
Bandana,Bandana - Single,Shubh,3/29/2024,3576,22.7,41479958,1644,5818260,72,25606311,481855,,,,,14,95,6,10806,2,,60404
ııııııııııııııı,ııııııııııııııı,Mrs. GREEN APPLE,4/11/2024,3573,22.7,26222603,921,7492428,74,23049880,275676,6375,,,,30,255,3,26690,,,59611
Bruises,Bruises,Lewis Capaldi,3/31/2017,3570,22.7,1135588382,132498,38683695,73,375823933,3028107,119383,13112648,120059618,14015244,69,30368,9,59654253,65711,,2299610
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/2020,3572,22.7,757789027,81489,55181767,72,144150389,1468017,177809,72512284,553360638,14052190,70,10081,45,25760635,23011,,1831311
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,8/25/2023,3596,22.7,116539504,7964,8670175,62,92628391,2102936,30,204176,870565,41655609,7,4506,24,1084444,941,,220900
Raja Ji,Raja Ji,Pawan Singh,6/30/2023,3581,22.7,27244358,456,263080,61,175350809,995898,,,,29757537,,,,,,,12266
ıı ıııııııııı,ıı ıııııııııı - Single,A.V.G,7/17/2023,3593,22.7,10694922,5363,288263,50,120681039,653249,,762205,16374449,292889844,7,,,,,,1593368
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,3586,22.7,757522352,224483,30472220,74,101146931,1073571,186541,59591708,450672924,2329764,36,1404,6,199348206,785640,385854,1130370
HIND'S HALL,HIND'S HALL,Macklemore,5/10/2024,3589,22.7,22463244,2291,2406268,73,2237688,147286,,111800,272100,,6,985,1,98723,229,,86524
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/2018,3577,22.7,46872738,21343,1515150,49,876122384,6497142,552680,35154078,460636179,10539876,14,14,,584101,8545,,1055258
I'm Geekin,I'm Geekin,DDG,4/21/2023,3584,22.7,76004507,24334,3477076,60,9862592,231074,480208,182882813,1467434192,203939429,9,15042,,1710046,1518,,132370
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,1/19/2024,3574,22.7,77975794,7057,10565513,71,27130599,231540,,,,110197195,11,1124,9,554815,328,,262176
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,3583,22.7,562983225,52754,16157389,73,1452593496,4997178,261129,33076170,314778494,224225223,25,9125,10,,,,3343573
Sunrise,One Thing At A Time,Morgan Wallen,3/3/2023,3579,22.7,104516305,16554,1412703,67,44535669,284688,32776,2219054,23849216,,3,155,,68775651,10824,2664322,153036
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4/26/2019,3588,22.7,859985881,17061,4818145,,441233054,6454290,,,,472215964,112,56082,7,109321182,155826,,2764962
Para de Mentir,Para de Mentir,Oruam,11/16/2023,3569,22.7,44091443,4971,5768959,,81099679,575459,,226237,1998040,349814773,,,8,,,,
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/2024,3591,22.7,5588636,1252,7389987,,5680064,87918,,,,191383970,17,2,18,4153458,165,534597,32511
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/2020,3587,22.7,1969714,502,83027,29,678412558,2502471,2322,547396,10405552,17029446,,,3,516773,1499,,
Bella y Sensual,Golden,Romeo Santos,7/21/2017,3611,22.6,494373634,45589,20264304,66,824555368,3078270,48062,5427309,40949580,254653941,35,3741,27,156433703,28254,,1736972
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2/2/2022,3603,22.6,171663870,10620,2901653,4,169981704,823356,1446616,315673377,4039554717,2312695,5,2475,,,,,89958
if looks could kill,if looks could kill,Destroy Lonely,3/3/2023,3618,22.6,88771696,46086,4886494,62,11580205,273458,3641,2217176,13785559,2668776,3,27,7,306963,838,,456300
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,7/14/2023,3616,22.6,28945482,3303,2239918,52,,,2424,90595,1916491,,10,141650,13,13593333,1095,,219049
Marisola - Remix,Marisola (Remix),Cris Mj,12/15/2022,3621,22.6,325264193,47780,22081093,70,,,28194,7137722,83764776,,9,18164,24,590914,374,,
Trampoline,Trampoline,SHAED,5/18/2018,3615,22.6,229366200,37923,4719100,55,96307326,1364046,598075,72671267,815192203,6201413,47,270234,43,241661372,124369,16351257,
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,3622,22.6,79045342,18284,6628769,55,34142538,565870,19430,9297727,105037367,711554335,42,61153,44,12737821,856,,994509
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,6/17/2020,3600,22.6,354643707,30447,7012694,68,529909818,8469062,147664,141180977,703479878,34239087,14,887,16,2869102,9153,,
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/2018,3610,22.6,752708868,62653,31913503,70,535764821,2159262,751220,59390273,427823320,131977173,68,16739,31,41720770,12717,,2326604
I Wanna Be Yours,AM,Arctic Monkeys,1/1/2013,3597,22.6,2185240293,277753,129062801,86,109538379,1268458,2636,16502076,105020737,,39,2746,35,38918532,20659,,4280207
Boyfriend,Believe,Justin Bieber,1/1/2012,3614,22.6,538918222,73149,29404069,70,992302781,6629367,260418,26028741,149188520,184669606,43,5481,17,196398467,707576,313957,3052967
PARANOIA,PARANOIA,HEARTSTEEL,10/23/2023,3601,22.6,77600263,13012,1664856,,50406342,923571,11600,11407462,80073768,76473184,,80,,196297,107,,74897
Story of My Life,Story of My Life,One Direction,10/28/2013,3607,22.6,1275036167,143693,85520811,79,264658339,3696633,330028,105141667,862277477,62831,101,86998,24,303993932,275062,,9015652
Black Summer,Black Summer,Red Hot Chili Peppers,2/4/2022,3606,22.6,128264127,34856,14539064,57,57252735,907529,4321,1049186,20590526,97206641,21,184255,23,7419824,2929,,1471206
Devil You Know,Devil You Know - Single,Tyler Braden,2/2/2024,3599,22.6,37634335,4046,11535906,21,12646991,155250,,,,649110857,7,3216,25,23487655,1844,265114,108677
run for the hills,THINK LATER,Tate McRae,12/8/2023,3604,22.6,120880428,10296,16902097,,11115978,143233,,,,1813086064,25,6894,18,13430776,1931,,147452
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,3/24/2023,3617,22.6,152454686,34461,5057389,65,,,,,,,4,161,,473548,562,5229423,159945
Wish,Wish,Diler Kharkiya,11/20/2020,3598,22.6,10848948,1036,186826,45,681881643,3559389,471,58718,1327611,,,,,,,,42722
Let Me Love You,Turning Point,Mario,1/1/2004,3608,22.6,971172980,146441,57655350,70,996052113,5781852,158366,21655145,171491357,559214970,119,112158,31,1022198659,550385,139191,6473758
Sofia,Sofia,Alvaro Soler,4/15/2016,3612,22.6,353525330,59509,9323605,65,1004545222,7106869,379396,17082677,151019644,191192432,21,43791,14,945763,10078,,6134790
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,12/13/2023,3605,22.6,26036782,13038,16595457,,4008686,45996,,,,,5,810,8,,,1921607,417318
Ya Lili,Ya Lili,Balti,11/7/2017,3609,22.6,54678867,18538,1506717,46,1004615686,7493088,898905,35556332,816621236,3865576,4,473,,,,,3070031
Those Eyes,Those Eyes,New West,5/10/2019,3613,22.6,785139012,119530,33481593,73,147215663,1730949,114347,79425600,594352793,3600049,23,19144,13,930098,2030,,2332983
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,5/13/2024,3602,22.6,7362358,1483,4517785,,6647943,266158,,,,381728,17,375,16,296216,228,85267,42895
Explï¿½ï¿½,Para Mi Ex,Myke Towers,12/15/2020,3619,22.6,243931915,57909,7781405,62,337123245,1592106,38300,13056090,116038150,13620018,24,3123,4,12008035,2206,,466416
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,1/1/2012,3620,22.6,646295324,96138,42759011,71,719570982,5771711,1767171,100602291,1264756176,233120548,112,132465,33,130538038,461006,,5809958
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,3623,22.6,382565051,85310,24209669,69,121875542,986189,62502,17799186,123745488,1263721,55,25,1,26786493,21467,21223826,1222113
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2/12/2023,3638,22.5,5828713,790,115824,,251302629,2884972,,,,87239915,2,,2,,,,97864
Black Magic,Black Magic,Little Mix,5/21/2015,3637,22.5,642037328,56621,20621933,67,1143353058,9332783,130256,33193688,290754721,633436955,110,39176,21,39284360,53359,,2332701
Budapest,Did You Hear the Rain?,George Ezra,11/3/2013,3646,22.5,1142061871,140545,43438732,79,265620751,1528733,13128,5175533,42711557,16631579,183,106124,36,336791180,192462,360734,12360774
Shellfish cumbia,Retumbo,H2O,3/31/2023,3633,22.5,,2,4,,244228052,570281,,,,,,2,,,,,
La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,4/26/2024,3645,22.5,27813921,1325,40146341,75,12969075,88088,,,,,5,5,,104690,293,,103648
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,9/30/2016,3631,22.5,162240700,16013,5249592,54,168005056,764995,6895858,72549539,1426765550,150952,10,1586,10,33136221,7883,,829090
ERE,ERE,juan karlos,8/4/2023,3626,22.5,117290821,8229,6844366,62,79061420,533194,220671,17870184,201566991,46522818,5,715,,31098,101,,20508
Alcohol-Free,Alcohol-Free,TWICE,6/9/2021,3634,22.5,224295163,24906,7188926,62,398036555,5248109,154492,122614400,811061720,162479822,25,2581,25,483553,1561,,339808
Bad boy,Bad boy,Marwa Loud,1/1/2018,3639,22.5,228588822,55077,5070531,63,526305086,5736409,2331929,348414974,3551204518,231380,12,8461,4,197001,1063,,4386468
Voices In My Head,Voices In My Head,Falling In Reverse,5/31/2022,3644,22.5,122568479,33824,2017666,68,109752215,1100224,20900,2568996,33939631,15820345,7,51518,14,28094423,9522,,365803
LA NENA,LA NENA - Single,Lyanno,4/11/2024,3643,22.5,29683046,4064,52935650,80,7710244,112034,,,,2613123,10,790,21,770441,82,,71193
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,3647,22.5,1953403531,5013,1630513,46,849135355,6338986,,,,605280632,54,,1,,,,
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,3627,22.5,306652166,21841,7413119,69,225136062,2113507,371413,158047875,1719389454,,17,13846,,,,,107807
Algo Mï¿½ï¿½,Algo Mï¿½ï¿½,Rauw Alejandro,6/25/2020,3648,22.5,304134537,57388,9038307,64,345512160,1952713,327887,43897868,279992648,4682360,40,860,10,3511988,1365,995870,872301
Quicksand,Quicksand,Morray,10/30/2020,3642,22.5,92536126,39798,3748995,53,290871758,2393255,17868,11967754,101473422,22027642,27,72653,,77453676,29684,,1464482
Singapur,El Androide,El Alfa,5/15/2020,3641,22.5,200520284,32859,6302679,64,477774248,3156383,619224,144110176,1255331962,9497811,6,1955,8,6405667,6171,,576685
Just Dance,The Fame,Lady Gaga,1/1/2008,3629,22.5,1062571821,183102,83157868,74,566585521,2999671,135610,86779845,623454990,175213622,166,209992,54,267910774,490969,9858069,7126620
Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,3640,22.5,296543065,117924,14177874,68,205245834,3566571,256438,262367607,2473547695,6435978,12,6060,12,1650972,10222,527470,3560853
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,4/24/2020,3625,22.5,672449007,89441,25654350,64,,,1264802,76708336,770493680,,68,13831,2,48472013,23470,,1329269
Ojos Marrones,Ojos Marrones - Single,Dos Waves,2/12/2023,3632,22.5,2307,,,,268591891,1143635,,,,373331912,,1,,,,,1542
Marvins Room,Marvins Room,Drake,7/22/2011,3624,22.5,597923434,102247,25718396,68,201599895,1427945,27417,22548238,138482890,10451007,81,185,37,514851526,1225805,2647672,
The Motto,Take Care (Deluxe),Drake,11/15/2011,3630,22.5,549699659,89323,25996675,68,76930754,622540,2177,1966065,13825915,11000116,89,39594,13,856303899,1008460,,
Hot (feat. Gunna),So Much Fun,Young Thug,8/16/2019,3635,22.5,387820994,84975,16825587,64,292576551,2516143,108794,43178104,366572254,30753691,46,6,16,85953532,43543,,2389263
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,6/18/2023,3636,22.5,8388731,1929,194015,55,7936486,153016,1182000,31867349,639301182,,,,,,,,15378
moment,moment,Vierre Cloud,12/19/2019,3628,22.5,383570519,111710,19093657,71,25031987,409300,96178,50379871,332001686,67641,9,13,,2019419,3941,21158083,914081
Heaven Takes You Home,Paradise Again,Swedish House Mafia,4/15/2022,3649,22.5,248202976,55197,31793054,71,59788261,351230,11712,2134589,36131031,1752736829,50,49346,12,6850903,1019,,
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,10/2/2020,3661,22.4,378296524,1941,494700,61,,,,,,,5,,7,519451782,175525,,
God Damn,Ek Tha Raja,Badshah,3/18/2024,3651,22.4,34233316,1547,5202586,70,32452229,499855,,,,19904542,9,216,13,7187,13,,66159
Razzi Bolja,Razzi Bolja,Harjeet Deewana,1/17/2021,3664,22.4,14329936,1206,238098,51,651601460,2438665,189,14251,249060,,,,,,,,38084
